datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2007-01-01,2749.004000000016,148.16599999999983,345785.7300000003,11400.400000000038,0.0,352.0,5880.0,39584.733275199986
2007-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-13,3186.813999999998,290.7359999999997,344568.39999999985,13612.400000000007,7806.0,2975.0,11341.0,30991.566655600007
2007-01-14,3009.441999999998,227.27800000000008,343904.48000000004,12912.200000000012,1777.0,4215.0,12975.0,31190.36672109998
2007-01-15,2148.677999999998,174.86000000000035,347386.9100000001,9016.600000000002,1099.0,2239.0,15163.0,17310.299989299976
2007-01-16,1686.4039999999998,185.42799999999988,348400.45000000007,7165.4000000000015,2063.0,644.0,6583.0,18816.733327900005
2007-01-17,2847.687999999999,200.75199999999992,347047.5599999997,11928.799999999974,3500.0,5737.0,16064.0,22160.466657000008
2007-01-18,1821.4620000000011,177.71199999999988,346886.7800000004,7693.199999999969,0.0,336.0,13491.0,16530.6999898
2007-01-19,1480.4400000000028,170.05200000000036,345831.7599999997,6301.799999999997,2103.0,330.0,7172.0,15068.999960399995
2007-01-20,3133.7319999999963,238.3620000000003,343969.1600000002,13461.199999999972,4324.0,5222.0,11440.0,31242.866728400033
2007-01-21,3407.261999999998,229.7360000000004,344114.09000000014,14674.600000000013,10346.0,5567.0,11599.0,29275.70001599999
2007-01-22,2180.494,168.64200000000025,347908.5099999996,9151.59999999996,1054.0,2983.0,11361.0,20943.56670260003
